哀	year	sum(match_count)	sum(volume_count)
原	1993	385912	29933
原	1992	343088	26815
原	1991	306564	25989
原	1990	282020	25354
原	1989	296154	29326
原	1988	304856	31672
原	1987	282910	30103
原	1986	230902	27213
原	1985	225682	27978
原	1984	194010	26040
原	1983	171762	21511
原	1982	145204	19255
原	1981	128218	17146
原	1980	83548	13928
原	1979	57282	11703
原	1978	24058	6187
原	1977	12242	3637
原	1976	7924	2473
原	1975	10106	2998
原	1974	7328	2373
原	1973	7338	2186
原	1972	5306	1506
原	1971	2248	731
原	1970	1560	638
原	1969	1040	382
原	1968	666	324
原	1967	1046	412
原	1966	3210	1031
原	1965	7072	1791
原	1964	9124	2075
原	1963	10178	2313
原	1962	10414	2546
原	1961	5370	1322
原	1960	5986	1354
原	1959	14240	3352
原	1958	15904	3710
原	1957	17350	4305
原	1956	11754	3367
原	1955	7630	1084
原	1954	708	184
原	1953	914	218
原	1952	490	206
原	1951	550	171
原	1950	380	152
原	1949	3378	181
原	1948	286	108
原	1947	102	60
原	1946	58	43
原	1945	82	31
原	1944	16	13
原	1943	20	14
原	1942	20	11
原	1941	46	27
原	1940	42	30
原	1939	298	78
原	1938	182	65
原	1937	166	107
原	1936	332	115
原	1935	170	95
原	1934	152	84
原	1933	172	90
原	1932	154	54
原	1931	84	56
原	1930	102	62
原	1929	100	61
原	1928	30	21
原	1927	74	31
原	1926	20	14
原	1925	78	27
原	1924	70	25
原	1923	52	19
原	1922	16	13
原	1921	28	15
原	1920	8	5
原	1919	2	2
原	1917	4	4
原	1916	6	6
原	1915	10	10
原	1914	2	2
原	1912	84	4
原	1911	2	2
原	1910	8	6
原	1909	2	2
原	1907	4	4
原	1906	8	6
原	1904	12	12
原	1903	20	12
原	1900	612	92
原谅	year	sum(match_count)	sum(volume_count)
原谅	2000	11362	4144
原谅	1999	12572	4240
原谅	1998	11912	4180
原谅	1997	9434	3320
原谅	1996	9308	3414
原谅	1995	8476	3366
原谅	1994	8296	3088
原谅	1993	10814	3776
原谅	1992	7470	3026
原谅	1991	6668	2672
原谅	1990	6888	2630
原谅	1989	8796	3528
原谅	1988	8766	3512
原谅	1987	8508	3404
原谅	1986	9546	3556
原谅	1985	11120	3892
原谅	1984	10328	3870
原谅	1983	8736	3186
原谅	1982	8188	2874
原谅	1981	7304	2626
原谅	1980	5608	2144
原谅	1979	4086	1808
原谅	1978	1104	640
原谅	1977	352	224
原谅	1976	212	148
原谅	1975	260	168
原谅	1974	224	136
原谅	1973	206	142
原谅	1972	238	138
原谅	1971	66	44
原谅	1970	46	36
原谅	1969	24	14
原谅	1968	18	12
原谅	1967	46	26
原谅	1966	116	78
原谅	1965	218	146
原谅	1964	216	148
原谅	1963	208	130
原谅	1962	320	174
原谅	1961	110	94
原谅	1960	90	58
原谅	1959	260	198
原谅	1958	316	218
原谅	1957	366	240
原谅	1956	396	222
原谅	1955	110	70
原谅	1954	16	12
原谅	1953	24	10
原谅	1952	4	4
原谅	1951	34	14
原谅	1950	2	2
原谅	1949	8	6
原谅	1948	4	4
原谅	1946	6	4
原谅	1945	6	2
原谅	1940	2	2
原谅	1938	8	6
原谅	1937	2	2
原谅	1936	4	4
原谅	1935	4	4
原谅	1934	8	4
原谅	1933	4	4
原谅	1932	6	6
原谅	1930	14	4
原谅	1927	6	4
原谅	1926	2	2
原谅	1923	2	2
原谅	1900	24	6
原宥	year	sum(match_count)	sum(volume_count)
原宥	2000	2	2
原宥	1999	8	8
原宥	1998	12	12
原宥	1997	10	8
原宥	1995	4	4
原宥	1994	4	4
原宥	1993	10	10
原宥	1992	6	6
原宥	1991	6	4
原宥	1989	15	15
原宥	1988	14	12
原宥	1987	5	5
原宥	1986	7	6
原宥	1984	5	5
原宥	1983	2	2
原宥	1982	9	9
原宥	1980	2	2
原宥	1958	4	4
怨	year	sum(match_count)	sum(volume_count)
怨	2000	3398	2637
怨	1999	3263	2411
怨	1998	3490	2553
怨	1997	2968	2102
怨	1996	2694	2018
怨	1995	2571	1955
怨	1994	2664	1882
怨	1993	3341	2359
怨	1992	2934	1961
怨	1991	2636	1685
怨	1990	2841	1867
怨	1989	3242	2285
怨	1988	3073	2269
怨	1987	2838	2065
怨	1986	3038	2115
怨	1985	3194	2316
怨	1984	3226	2149
怨	1983	2723	1770
怨	1982	2944	1871
怨	1981	2358	1527
怨	1980	1938	1278
怨	1979	1412	948
怨	1978	720	516
怨	1977	356	219
怨	1976	310	154
怨	1975	380	235
怨	1974	274	179
怨	1973	266	175
怨	1972	170	131
怨	1971	80	61
怨	1970	28	21
怨	1969	28	26
怨	1968	12	12
怨	1967	40	29
怨	1966	140	108
怨	1965	252	193
怨	1964	240	177
怨	1963	252	193
怨	1962	260	174
怨	1961	144	109
怨	1960	160	109
怨	1959	432	323
怨	1958	444	306
怨	1957	392	291
怨	1956	456	359
怨	1955	106	87
怨	1954	14	10
怨	1953	4	4
怨	1952	2	2
怨	1951	8	6
怨	1950	6	6
怨	1949	6	6
怨	1948	2	2
怨	1945	4	2
怨	1941	2	2
怨	1939	8	8
怨	1938	8	4
怨	1937	2	2
怨	1936	2	2
怨	1935	2	2
怨	1934	8	8
怨	1933	2	2
怨	1932	6	6
怨	1931	4	4
怨	1930	6	4
怨	1929	4	4
怨	1928	4	4
怨	1927	8	4
怨	1926	2	2
怨	1925	2	2
怨	1916	2	2
怨	1908	4	4
怨	1907	2	2
怨	1903	4	4
怨	1900	10	10
怨恨	year	sum(match_count)	sum(volume_count)
怨恨	2000	5940	3181
怨恨	1999	6048	3153
怨恨	1998	5996	3346
怨恨	1997	5250	2718
怨恨	1996	5446	2969
怨恨	1995	4698	2548
怨恨	1994	5100	2783
怨恨	1993	6120	3356
怨恨	1992	4766	2744
怨恨	1991	4264	2453
怨恨	1990	4720	2563
怨恨	1989	4914	3017
怨恨	1988	5486	3150
怨恨	1987	4992	3014
怨恨	1986	5234	3022
怨恨	1985	5728	3333
怨恨	1984	5570	3347
怨恨	1983	4388	2647
怨恨	1982	4224	2476
怨恨	1981	3710	2222
怨恨	1980	2566	1759
怨恨	1979	1538	1118
怨恨	1978	580	466
怨恨	1977	324	242
怨恨	1976	210	146
怨恨	1975	366	242
怨恨	1974	288	189
怨恨	1973	212	131
怨恨	1972	98	80
怨恨	1971	26	25
怨恨	1970	54	31
怨恨	1969	56	36
怨恨	1968	14	10
怨恨	1967	10	9
怨恨	1966	42	34
怨恨	1965	108	86
怨恨	1964	164	132
怨恨	1963	166	122
怨恨	1962	304	230
怨恨	1961	110	96
怨恨	1960	88	73
怨恨	1959	338	239
怨恨	1958	230	195
怨恨	1957	318	252
怨恨	1956	202	179
怨恨	1955	138	69
怨恨	1954	8	6
怨恨	1953	18	11
怨恨	1952	6	6
怨恨	1951	14	10
怨恨	1950	4	4
怨恨	1949	4	2
怨恨	1948	2	2
怨恨	1947	2	2
怨恨	1945	6	3
怨恨	1939	8	6
怨恨	1938	4	4
怨恨	1937	2	2
怨恨	1936	8	6
怨恨	1935	2	2
怨恨	1934	8	6
怨恨	1932	4	3
怨恨	1930	8	4
怨恨	1929	2	2
怨恨	1926	2	2
怨恨	1921	2	2
怨恨	1908	2	2
怨恨	1903	4	2
怨恨	1900	14	12
怨声载道	year	sum(match_count)	sum(volume_count)
怨声载道	2000	717	644
怨声载道	1999	655	591
怨声载道	1998	680	631
怨声载道	1997	616	556
怨声载道	1996	642	589
怨声载道	1995	562	525
怨声载道	1994	518	483
怨声载道	1993	679	623
怨声载道	1992	438	408
怨声载道	1991	536	493
怨声载道	1990	464	427
怨声载道	1989	605	572
怨声载道	1988	634	596
怨声载道	1987	428	414
怨声载道	1986	396	382
怨声载道	1985	380	371
怨声载道	1984	380	364
怨声载道	1983	275	254
怨声载道	1982	284	263
怨声载道	1981	280	264
怨声载道	1980	161	159
怨声载道	1979	132	128
怨声载道	1978	26	26
怨声载道	1977	14	14
怨声载道	1976	24	24
怨声载道	1975	42	42
怨声载道	1974	12	12
怨声载道	1973	6	6
怨声载道	1972	4	4
怨声载道	1971	2	2
怨声载道	1969	4	4
怨声载道	1966	2	2
怨声载道	1965	10	7
怨声载道	1963	6	6
怨声载道	1962	12	12
怨声载道	1961	2	2
怨声载道	1959	2	2
怨声载道	1958	2	2
怨声载道	1957	2	2
怨声载道	1956	6	6
怨声载道	1955	2	2
怨声载道	1936	2	2
怨天尤人	year	sum(match_count)	sum(volume_count)
怨天尤人	2000	202	197
怨天尤人	1999	250	242
怨天尤人	1998	258	246
怨天尤人	1997	192	188
怨天尤人	1996	154	148
怨天尤人	1995	154	151
怨天尤人	1994	126	124
怨天尤人	1993	196	194
怨天尤人	1992	184	178
怨天尤人	1991	176	175
怨天尤人	1990	126	119
怨天尤人	1989	138	137
怨天尤人	1988	168	159
怨天尤人	1987	142	141
怨天尤人	1986	138	132
怨天尤人	1985	136	132
怨天尤人	1984	152	152
怨天尤人	1983	122	121
怨天尤人	1982	100	98
怨天尤人	1981	96	94
怨天尤人	1980	66	64
怨天尤人	1979	28	28
怨天尤人	1978	16	16
怨天尤人	1976	12	12
怨天尤人	1975	8	8
怨天尤人	1974	4	4
怨天尤人	1973	4	4
怨天尤人	1972	2	2
怨天尤人	1970	6	6
怨天尤人	1966	2	2
怨天尤人	1965	4	4
怨天尤人	1964	4	4
怨天尤人	1963	6	6
怨天尤人	1962	10	10
怨天尤人	1961	4	4
怨天尤人	1960	2	2
怨天尤人	1958	2	2
怨天尤人	1957	4	4
怨天尤人	1955	6	6
怨天尤人	1936	2	2
在乎	year	sum(match_count)	sum(volume_count)
在乎	2000	5026	2556
在乎	1999	4472	2278
在乎	1998	4384	2392
在乎	1997	3748	1894
在乎	1996	3616	1960
在乎	1995	2776	1596
在乎	1994	3072	1804
在乎	1993	3182	1956
在乎	1992	2524	1510
在乎	1991	1990	1322
在乎	1990	2410	1616
在乎	1989	2522	1716
在乎	1988	2728	1834
在乎	1987	2284	1624
在乎	1986	2576	1698
在乎	1985	2654	1730
在乎	1984	2538	1670
在乎	1983	1752	1280
在乎	1982	1508	1146
在乎	1981	1318	1020
在乎	1980	1204	784
在乎	1979	858	604
在乎	1978	338	266
在乎	1977	170	150
在乎	1976	144	124
在乎	1975	144	112
在乎	1974	90	70
在乎	1973	94	84
在乎	1972	48	46
在乎	1971	18	14
在乎	1970	12	12
在乎	1969	4	4
在乎	1968	14	8
在乎	1967	10	10
在乎	1966	36	26
在乎	1965	74	58
在乎	1964	106	96
在乎	1963	148	100
在乎	1962	148	130
在乎	1961	52	48
在乎	1960	70	52
在乎	1959	96	90
在乎	1958	102	92
在乎	1957	172	114
在乎	1956	94	74
在乎	1955	30	26
在乎	1954	6	6
在乎	1953	8	8
在乎	1952	2	2
在乎	1951	12	12
在乎	1950	4	4
在乎	1949	18	16
在乎	1948	8	6
在乎	1947	8	8
在乎	1945	2	2
在乎	1942	4	4
在乎	1940	2	2
在乎	1939	8	8
在乎	1938	6	6
在乎	1937	8	6
在乎	1936	4	4
在乎	1935	10	8
在乎	1934	4	4
在乎	1933	2	2
在乎	1932	6	6
在乎	1931	2	2
在乎	1930	12	8
在乎	1929	12	12
在乎	1928	2	2
在乎	1927	4	4
在乎	1924	6	6
在乎	1923	2	2
在乎	1917	6	2
在乎	1916	2	2
在乎	1900	4	4
责	year	sum(match_count)	sum(volume_count)
责	2000	115658	16127
责	1999	114866	14860
责	1998	100240	14000
责	1997	84834	12679
责	1996	76622	12161
责	1995	86496	13102
责	1994	95010	13062
责	1993	130476	14563
责	1992	95600	12815
责	1991	91056	12699
责	1990	85038	11943
责	1989	86216	13766
责	1988	87740	14584
责	1987	77798	13660
责	1986	61862	12584
责	1985	57806	12026
责	1984	46168	10861
责	1983	38284	8717
责	1982	32002	7686
责	1981	27816	7045
责	1980	16140	5250
责	1979	11584	4247
责	1978	4240	1835
责	1977	2690	1303
责	1976	1376	738
责	1975	1490	735
责	1974	1474	688
责	1973	1112	615
责	1972	1022	457
责	1971	728	259
责	1970	602	213
责	1969	170	105
责	1968	76	61
责	1967	500	119
责	1966	1550	302
责	1965	2218	422
责	1964	2144	544
责	1963	1648	585
责	1962	1258	562
责	1961	648	253
责	1960	584	302
责	1959	1388	595
责	1958	1830	722
责	1957	2246	820
责	1956	1250	549
责	1955	3684	276
责	1954	84	39
责	1953	150	38
责	1952	66	7
责	1951	26	21
责	1950	82	25
责	1949	542	68
责	1948	100	18
责	1947	12	8
责	1946	4	4
责	1945	14	6
责	1944	4	4
责	1943	2	2
责	1941	8	8
责	1940	6	5
责	1939	2	2
责	1938	10	10
责	1937	114	49
责	1936	162	53
责	1935	36	36
责	1934	22	20
责	1933	12	9
责	1932	10	10
责	1931	6	4
责	1930	20	12
责	1929	14	11
责	1928	6	4
责	1927	8	5
责	1926	4	2
责	1925	8	6
责	1924	172	112
责	1923	14	9
责	1922	2	2
责	1921	2	2
责	1920	4	4
责	1919	6	4
责	1918	4	4
责	1917	6	6
责	1916	6	6
责	1914	2	2
责	1912	16	3
责	1911	4	4
责	1910	8	7
责	1909	4	4
责	1908	4	4
责	1906	6	3
责	1905	2	2
责	1904	4	4
责	1903	8	7
责	1902	6	4
责	1901	2	2
责	1900	174	42
责备	year	sum(match_count)	sum(volume_count)
责备	2000	885	788
责备	1999	1016	901
责备	1998	922	805
责备	1997	781	676
责备	1996	624	559
责备	1995	724	658
责备	1994	639	577
责备	1993	854	736
责备	1992	751	633
责备	1991	644	578
责备	1990	598	555
责备	1989	852	737
责备	1988	830	728
责备	1987	770	707
责备	1986	926	801
责备	1985	1042	957
责备	1984	988	849
责备	1983	933	785
责备	1982	1010	845
责备	1981	935	780
责备	1980	660	576
责备	1979	554	479
责备	1978	206	176
责备	1977	58	56
责备	1976	42	39
责备	1975	56	50
责备	1974	64	53
责备	1973	36	34
责备	1972	138	46
责备	1971	36	20
责备	1970	2	2
责备	1969	4	4
责备	1968	2	2
责备	1967	6	6
责备	1966	16	16
责备	1965	12	10
责备	1964	14	12
责备	1963	4	4
责备	1962	26	20
责备	1961	10	10
责备	1960	12	6
责备	1959	14	14
责备	1958	20	20
责备	1957	16	13
责备	1956	18	13
责备	1955	48	32
责备	1953	6	5
责备	1949	4	4
责备	1945	2	2
责备	1938	2	2
责备	1935	2	2
责备	1900	2	2
责怪	year	sum(match_count)	sum(volume_count)
责怪	2000	2662	1894
责怪	1999	2591	1815
责怪	1998	2919	1951
责怪	1997	2274	1528
责怪	1996	2204	1576
责怪	1995	2050	1477
责怪	1994	1964	1434
责怪	1993	2341	1674
责怪	1992	2017	1397
责怪	1991	1617	1211
责怪	1990	1594	1201
责怪	1989	1789	1358
责怪	1988	2186	1629
责怪	1987	2106	1517
责怪	1986	2402	1686
责怪	1985	2565	1844
责怪	1984	2710	1895
责怪	1983	2268	1507
责怪	1982	2030	1442
责怪	1981	1894	1272
责怪	1980	1476	1020
责怪	1979	902	669
责怪	1978	298	253
责怪	1977	180	162
责怪	1976	90	74
责怪	1975	100	90
责怪	1974	94	72
责怪	1973	108	95
责怪	1972	82	66
责怪	1971	12	6
责怪	1970	8	8
责怪	1969	10	10
责怪	1967	4	4
责怪	1966	18	16
责怪	1965	14	12
责怪	1964	28	26
责怪	1963	32	24
责怪	1962	30	30
责怪	1961	18	16
责怪	1960	19	17
责怪	1959	30	30
责怪	1958	36	36
责怪	1957	26	18
责怪	1956	34	20
责怪	1955	8	8
责怪	1954	2	2
责怪	1953	2	2
责怪	1951	2	2
责怪	1949	6	4
责怪	1945	4	3
责怪	1936	2	2
责怪	1934	2	2
责怪	1900	2	2
责骂	year	sum(match_count)	sum(volume_count)
责骂	2000	150	142
责骂	1999	179	159
责骂	1998	143	140
责骂	1997	92	92
责骂	1996	70	67
责骂	1995	100	94
责骂	1994	84	83
责骂	1993	106	101
责骂	1992	100	94
责骂	1991	100	92
责骂	1990	56	56
责骂	1989	126	120
责骂	1988	108	95
责骂	1987	90	84
责骂	1986	116	108
责骂	1985	96	96
责骂	1984	112	109
责骂	1983	131	126
责骂	1982	72	72
责骂	1981	48	46
责骂	1980	72	71
责骂	1979	65	63
责骂	1978	10	8
责骂	1977	2	2
责骂	1975	10	10
责骂	1974	2	2
责骂	1972	8	8
责骂	1962	8	8
责骂	1961	2	2
责骂	1958	2	2
责骂	1957	2	2
责骂	1956	2	2
责难	year	sum(match_count)	sum(volume_count)
责难	2000	2132	1708
责难	1999	2110	1630
责难	1998	2384	1834
责难	1997	1934	1501
责难	1996	1728	1365
责难	1995	1740	1425
责难	1994	1836	1477
责难	1993	2244	1782
责难	1992	2068	1625
责难	1991	2092	1599
责难	1990	1914	1534
责难	1989	2274	1797
责难	1988	2450	1970
责难	1987	2332	1810
责难	1986	2170	1686
责难	1985	2142	1701
责难	1984	2182	1747
责难	1983	2034	1577
责难	1982	1802	1378
责难	1981	1830	1373
责难	1980	1462	1078
责难	1979	976	739
责难	1978	212	188
责难	1977	166	145
责难	1976	92	70
责难	1975	96	81
责难	1974	70	45
责难	1973	56	44
责难	1972	112	50
责难	1971	14	14
责难	1970	10	8
责难	1969	4	2
责难	1967	6	6
责难	1966	8	8
责难	1965	10	10
责难	1964	18	14
责难	1963	36	27
责难	1962	26	17
责难	1961	8	8
责难	1960	20	18
责难	1959	30	28
责难	1958	12	12
责难	1957	20	19
责难	1956	44	32
责难	1955	40	18
责难	1953	2	2
责难	1951	2	2
责难	1949	4	4
憎	year	sum(match_count)	sum(volume_count)
憎	2000	73	62
憎	1999	78	68
憎	1998	77	64
憎	1997	115	99
憎	1996	61	61
憎	1995	78	64
憎	1994	55	54
憎	1993	76	65
憎	1992	52	46
憎	1991	90	78
憎	1990	93	85
憎	1989	89	78
憎	1988	85	74
憎	1987	100	87
憎	1986	97	95
憎	1985	83	70
憎	1984	95	76
憎	1983	94	85
憎	1982	95	88
憎	1981	73	62
憎	1980	49	43
憎	1979	26	26
憎	1978	6	6
憎	1977	2	2
憎	1976	8	8
憎	1974	8	8
憎	1973	2	2
憎	1972	6	3
憎	1970	2	2
憎	1969	4	4
憎	1968	2	2
憎	1965	2	2
憎	1964	4	4
憎	1963	4	4
憎	1962	14	12
憎	1961	4	4
憎	1960	4	4
憎	1959	14	9
憎	1958	12	11
憎	1957	6	6
憎	1956	2	2
憎恶	year	sum(match_count)	sum(volume_count)
憎恶	2000	2907	1901
憎恶	1999	2792	1917
憎恶	1998	3274	2079
憎恶	1997	2113	1540
憎恶	1996	2714	1736
憎恶	1995	2042	1457
憎恶	1994	2172	1562
憎恶	1993	2552	1797
憎恶	1992	2356	1667
憎恶	1991	2436	1644
憎恶	1990	2387	1699
憎恶	1989	2850	1981
憎恶	1988	3202	2241
憎恶	1987	2844	1995
憎恶	1986	3670	2304
憎恶	1985	3926	2619
憎恶	1984	4280	2725
憎恶	1983	3766	2255
憎恶	1982	3770	2248
憎恶	1981	3864	2077
憎恶	1980	2664	1702
憎恶	1979	2226	1310
憎恶	1978	584	434
憎恶	1977	216	143
憎恶	1976	178	137
憎恶	1975	220	134
憎恶	1974	150	119
憎恶	1973	194	123
憎恶	1972	126	83
憎恶	1971	28	27
憎恶	1970	18	14
憎恶	1969	16	16
憎恶	1968	10	8
憎恶	1967	8	8
憎恶	1966	14	13
憎恶	1965	26	24
憎恶	1964	50	42
憎恶	1963	114	93
憎恶	1962	176	138
憎恶	1961	138	89
憎恶	1960	58	49
憎恶	1959	250	160
憎恶	1958	134	117
憎恶	1957	104	86
憎恶	1956	28	24
憎恶	1955	32	22
憎恶	1954	8	6
憎恶	1953	20	7
憎恶	1952	2	2
憎恶	1951	2	2
憎恶	1950	8	3
憎恶	1948	2	2
憎恶	1939	2	2
憎恶	1938	20	9
憎恶	1934	4	2
憎恶	1933	2	2
憎恶	1930	4	3
憎恶	1903	4	3
憎恶	1900	4	4
憎恨	year	sum(match_count)	sum(volume_count)
憎恨	2000	3588	2372
憎恨	1999	3568	2312
憎恨	1998	3502	2306
憎恨	1997	2876	1909
憎恨	1996	2840	1850
憎恨	1995	2604	1813
憎恨	1994	2808	1866
憎恨	1993	3146	2116
憎恨	1992	3242	2153
憎恨	1991	2922	1919
憎恨	1990	3064	1961
憎恨	1989	3566	2339
憎恨	1988	3898	2575
憎恨	1987	3854	2521
憎恨	1986	5100	2978
憎恨	1985	5486	3272
憎恨	1984	5483	3166
憎恨	1983	4718	2747
憎恨	1982	4684	2667
憎恨	1981	5080	2703
憎恨	1980	4050	2165
憎恨	1979	3374	1770
憎恨	1978	938	602
憎恨	1977	448	318
憎恨	1976	186	157
憎恨	1975	240	182
憎恨	1974	180	135
憎恨	1973	246	164
憎恨	1972	190	119
憎恨	1971	86	63
憎恨	1970	42	29
憎恨	1969	34	24
憎恨	1968	8	8
憎恨	1967	28	24
憎恨	1966	38	33
憎恨	1965	126	94
憎恨	1964	202	145
憎恨	1963	178	133
憎恨	1962	570	306
憎恨	1961	256	171
憎恨	1960	134	97
憎恨	1959	412	236
憎恨	1958	306	222
憎恨	1957	326	238
憎恨	1956	230	174
憎恨	1955	138	95
憎恨	1954	10	7
憎恨	1953	10	5
憎恨	1952	4	3
憎恨	1951	12	8
憎恨	1950	20	3
憎恨	1949	6	6
憎恨	1948	4	4
憎恨	1947	2	2
憎恨	1944	2	2
憎恨	1938	10	7
憎恨	1937	2	2
憎恨	1932	2	2
憎恨	1930	4	2
憎恨	1900	14	10
咋舌	year	sum(match_count)	sum(volume_count)
咋舌	2000	326	314
咋舌	1999	324	304
咋舌	1998	354	336
咋舌	1997	338	306
咋舌	1996	292	264
咋舌	1995	272	258
咋舌	1994	329	293
咋舌	1993	450	412
咋舌	1992	292	277
咋舌	1991	207	193
咋舌	1990	238	230
咋舌	1989	209	205
咋舌	1988	264	242
咋舌	1987	141	137
咋舌	1986	150	148
咋舌	1985	140	130
咋舌	1984	76	72
咋舌	1983	78	76
咋舌	1982	76	74
咋舌	1981	42	42
咋舌	1980	41	41
咋舌	1979	15	15
咋舌	1978	6	6
咋舌	1975	2	2
咋舌	1961	6	6
咋舌	1959	4	4
咋舌	1949	2	2
咋舌	1945	2	2
炸	year	sum(match_count)	sum(volume_count)
炸	2000	24540	5891
炸	1999	27746	5729
炸	1998	17390	5171
炸	1997	21168	4635
炸	1996	15936	4487
炸	1995	26798	5097
炸	1994	16304	4593
炸	1993	18672	5237
炸	1992	16846	4549
炸	1991	15962	4579
炸	1990	15040	4276
炸	1989	17700	5114
炸	1988	15896	5238
炸	1987	19360	5545
炸	1986	14510	4983
炸	1985	16896	5212
炸	1984	13720	4619
炸	1983	11542	3889
炸	1982	9852	3505
炸	1981	7924	2874
炸	1980	6592	2397
炸	1979	6336	2267
炸	1978	3460	1330
炸	1977	2422	802
炸	1976	820	368
炸	1975	800	414
炸	1974	662	331
炸	1973	1040	413
炸	1972	1402	315
炸	1971	544	144
炸	1970	214	60
炸	1969	70	34
炸	1968	40	34
炸	1967	72	46
炸	1966	494	199
炸	1965	1928	527
炸	1964	1010	424
炸	1963	822	346
炸	1962	846	359
炸	1961	494	249
炸	1960	288	160
炸	1959	1052	494
炸	1958	1140	514
炸	1957	1078	545
炸	1956	1436	453
炸	1955	192	117
炸	1954	60	27
炸	1953	54	25
炸	1952	72	36
炸	1951	56	27
炸	1950	30	20
炸	1949	28	22
炸	1948	12	12
炸	1947	12	6
炸	1946	12	10
炸	1945	12	6
炸	1944	2	2
炸	1943	4	4
炸	1942	6	4
炸	1941	2	2
炸	1940	10	6
炸	1939	8	8
炸	1938	10	8
炸	1937	6	4
炸	1936	10	10
炸	1935	2	2
炸	1934	2	2
炸	1933	2	2
炸	1932	6	6
炸	1929	2	2
炸	1927	4	4
炸	1926	4	4
炸	1923	2	2
炸	1908	2	2
炸	1900	18	8
瞻前顾后	year	sum(match_count)	sum(volume_count)
瞻前顾后	2000	756	542
瞻前顾后	1999	586	519
瞻前顾后	1998	710	634
瞻前顾后	1997	432	397
瞻前顾后	1996	527	462
瞻前顾后	1995	440	400
瞻前顾后	1994	598	542
瞻前顾后	1993	671	589
瞻前顾后	1992	778	642
瞻前顾后	1991	688	582
瞻前顾后	1990	630	546
瞻前顾后	1989	744	638
瞻前顾后	1988	934	774
瞻前顾后	1987	984	797
瞻前顾后	1986	926	742
瞻前顾后	1985	896	764
瞻前顾后	1984	1026	798
瞻前顾后	1983	696	544
瞻前顾后	1982	782	598
瞻前顾后	1981	752	486
瞻前顾后	1980	374	299
瞻前顾后	1979	242	207
瞻前顾后	1978	82	82
瞻前顾后	1977	44	44
瞻前顾后	1976	30	30
瞻前顾后	1975	30	30
瞻前顾后	1974	20	20
瞻前顾后	1973	18	18
瞻前顾后	1972	36	32
瞻前顾后	1971	8	8
瞻前顾后	1968	6	6
瞻前顾后	1967	6	6
瞻前顾后	1966	10	10
瞻前顾后	1965	12	12
瞻前顾后	1964	14	12
瞻前顾后	1963	12	10
瞻前顾后	1962	18	11
瞻前顾后	1961	12	10
瞻前顾后	1960	8	8
瞻前顾后	1959	12	6
瞻前顾后	1958	4	4
瞻前顾后	1957	12	9
瞻前顾后	1955	6	6
瞻前顾后	1945	4	2
瞻前顾后	1938	2	2
瞻前顾后	1932	2	2
战战兢兢	year	sum(match_count)	sum(volume_count)
战战兢兢	2000	2565	1901
战战兢兢	1999	2556	1869
战战兢兢	1998	2856	1950
战战兢兢	1997	2098	1495
战战兢兢	1996	2180	1614
战战兢兢	1995	2161	1574
战战兢兢	1994	2066	1575
战战兢兢	1993	2483	1838
战战兢兢	1992	1907	1457
战战兢兢	1991	1545	1176
战战兢兢	1990	1595	1243
战战兢兢	1989	1894	1442
战战兢兢	1988	2156	1614
战战兢兢	1987	1949	1467
战战兢兢	1986	2196	1584
战战兢兢	1985	2254	1691
战战兢兢	1984	1891	1494
战战兢兢	1983	1515	1226
战战兢兢	1982	1451	1186
战战兢兢	1981	1457	1099
战战兢兢	1980	1284	1023
战战兢兢	1979	794	682
战战兢兢	1978	450	366
战战兢兢	1977	226	181
战战兢兢	1976	114	93
战战兢兢	1975	112	87
战战兢兢	1974	78	70
战战兢兢	1973	104	83
战战兢兢	1972	34	32
战战兢兢	1971	20	20
战战兢兢	1970	26	26
战战兢兢	1969	8	8
战战兢兢	1968	2	2
战战兢兢	1967	2	2
战战兢兢	1966	16	16
战战兢兢	1965	62	59
战战兢兢	1964	72	72
战战兢兢	1963	108	94
战战兢兢	1962	102	89
战战兢兢	1961	44	42
战战兢兢	1960	32	31
战战兢兢	1959	170	147
战战兢兢	1958	106	99
战战兢兢	1957	132	115
战战兢兢	1956	80	68
战战兢兢	1955	28	22
战战兢兢	1954	6	5
战战兢兢	1953	2	2
战战兢兢	1951	6	5
战战兢兢	1949	2	2
战战兢兢	1948	2	2
战战兢兢	1947	2	2
战战兢兢	1939	2	2
战战兢兢	1938	6	2
战战兢兢	1935	2	2
战战兢兢	1932	2	2
战战兢兢	1930	8	4
战战兢兢	1924	2	2
战战兢兢	1916	2	2
战战兢兢	1900	4	4
张口结舌	year	sum(match_count)	sum(volume_count)
张口结舌	2000	22	22
张口结舌	1999	25	21
张口结舌	1998	28	28
张口结舌	1997	33	33
张口结舌	1996	36	36
张口结舌	1995	20	20
张口结舌	1994	14	14
张口结舌	1993	26	26
张口结舌	1992	26	24
张口结舌	1991	10	10
张口结舌	1990	16	16
张口结舌	1989	14	14
张口结舌	1988	4	4
张口结舌	1987	16	16
张口结舌	1986	8	8
张口结舌	1985	32	32
张口结舌	1984	32	32
张口结舌	1983	18	18
张口结舌	1982	9	9
张口结舌	1981	14	14
张口结舌	1980	16	16
张口结舌	1979	16	16
张口结舌	1976	4	4
张口结舌	1961	2	2
针砭	year	sum(match_count)	sum(volume_count)
针砭	2000	32	32
针砭	1999	52	50
针砭	1998	50	49
针砭	1997	68	64
针砭	1996	44	44
针砭	1995	40	38
针砭	1994	60	60
