爱	year	sum(match_count)	sum(volume_count)
在意	1954	10	8
在意	1953	10	10
在意	1952	4	4
在意	1951	16	12
在意	1950	10	10
在意	1949	8	8
在意	1948	4	4
在意	1947	2	2
在意	1945	12	4
在意	1944	2	2
在意	1939	2	2
在意	1938	10	8
在意	1936	14	12
在意	1935	16	10
在意	1934	4	4
在意	1933	6	6
在意	1932	2	2
在意	1930	10	6
在意	1929	2	2
在意	1928	4	4
在意	1916	4	2
在意	1903	8	3
在意	1900	6	6
赞	year	sum(match_count)	sum(volume_count)
赞	2000	8598	4834
赞	1999	8352	4914
赞	1998	7964	4848
赞	1997	7311	4272
赞	1996	6761	4076
赞	1995	6297	4031
赞	1994	7040	4238
赞	1993	8038	4909
赞	1992	6680	4250
赞	1991	6440	4174
赞	1990	6212	4082
赞	1989	7007	4553
赞	1988	6986	4566
赞	1987	6328	4371
赞	1986	6138	4131
赞	1985	6231	4343
赞	1984	5778	3956
赞	1983	5139	3371
赞	1982	4244	2857
赞	1981	4380	2862
赞	1980	2781	1983
赞	1979	2034	1511
赞	1978	798	615
赞	1977	480	399
赞	1976	442	261
赞	1975	470	356
赞	1974	466	309
赞	1973	316	216
赞	1972	332	193
赞	1971	194	96
赞	1970	198	117
赞	1969	66	39
赞	1968	52	41
赞	1967	118	86
赞	1966	142	92
赞	1965	218	153
赞	1964	272	176
赞	1963	430	248
赞	1962	418	239
赞	1961	206	140
赞	1960	382	166
赞	1959	838	466
赞	1958	1476	655
赞	1957	2142	846
赞	1956	1784	849
赞	1955	480	297
赞	1954	114	61
赞	1953	60	45
赞	1952	30	24
赞	1951	58	40
赞	1950	36	31
赞	1949	54	31
赞	1948	12	12
赞	1947	14	13
赞	1946	2	2
赞	1945	8	6
赞	1944	2	2
赞	1941	6	4
赞	1940	4	3
赞	1939	26	17
赞	1938	12	12
赞	1937	22	21
赞	1936	34	22
赞	1935	34	26
赞	1934	16	13
赞	1933	22	17
赞	1932	20	18
赞	1931	12	11
赞	1930	40	31
赞	1929	8	8
赞	1928	10	8
赞	1927	6	6
赞	1926	2	2
赞	1925	2	2
赞	1924	2	2
赞	1923	8	8
赞	1921	12	7
赞	1915	4	2
赞	1912	2	2
赞	1904	2	2
赞	1903	2	2
赞	1900	18	17
赞成	year	sum(match_count)	sum(volume_count)
赞成	2000	49808	10454
赞成	1999	48860	9771
赞成	1998	54660	9843
赞成	1997	43198	8399
赞成	1996	41822	8310
赞成	1995	43240	9208
赞成	1994	43910	8304
赞成	1993	53996	10027
赞成	1992	45054	9010
赞成	1991	47024	8879
赞成	1990	38726	8172
赞成	1989	49972	10089
赞成	1988	49164	10794
赞成	1987	46862	10424
赞成	1986	44842	9440
赞成	1985	48150	10303
赞成	1984	45646	9740
赞成	1983	39408	7873
赞成	1982	34016	6984
赞成	1981	36258	6620
赞成	1980	25048	5273
赞成	1979	22412	4677
赞成	1978	6556	2092
赞成	1977	4094	1280
赞成	1976	2480	864
赞成	1975	2506	935
赞成	1974	2180	731
赞成	1973	1996	714
赞成	1972	2728	543
赞成	1971	1140	263
赞成	1970	480	140
赞成	1969	500	96
赞成	1968	138	45
赞成	1967	624	98
赞成	1966	1410	319
赞成	1965	1094	426
赞成	1964	1242	513
赞成	1963	1470	566
赞成	1962	2042	655
赞成	1961	950	368
赞成	1960	958	337
赞成	1959	1586	709
赞成	1958	2198	838
赞成	1957	2080	886
赞成	1956	1176	553
赞成	1955	1708	257
赞成	1954	46	28
赞成	1953	262	47
赞成	1952	32	18
赞成	1951	386	25
赞成	1950	36	18
赞成	1949	138	37
赞成	1948	44	18
赞成	1947	24	14
赞成	1946	12	12
赞成	1945	24	8
赞成	1944	12	6
赞成	1942	2	2
赞成	1941	4	4
赞成	1939	6	4
赞成	1938	70	22
赞成	1937	38	21
赞成	1936	118	14
赞成	1935	26	16
赞成	1934	10	10
赞成	1933	54	25
赞成	1932	28	10
赞成	1931	12	12
赞成	1930	20	12
赞成	1929	14	7
赞成	1928	2	2
赞成	1927	30	10
赞成	1925	2	2
赞成	1924	2	2
赞成	1923	36	12
赞成	1922	4	2
赞成	1921	14	7
赞成	1920	4	2
赞成	1912	8	2
赞成	1908	2	2
赞成	1903	18	3
赞成	1900	76	25
赞美	year	sum(match_count)	sum(volume_count)
赞美	2000	10832	4476
赞美	1999	11232	4418
赞美	1998	10806	4370
赞美	1997	9170	3572
赞美	1996	8842	3662
赞美	1995	8062	3412
赞美	1994	10014	3636
赞美	1993	10722	4052
赞美	1992	10490	3820
赞美	1991	8380	3234
赞美	1990	9152	3472
赞美	1989	9772	3970
赞美	1988	10420	4288
赞美	1987	10902	4084
赞美	1986	11694	4302
赞美	1985	12720	4784
赞美	1984	14130	4968
赞美	1983	12236	3978
赞美	1982	10664	3722
赞美	1981	9808	3428
赞美	1980	6728	2490
赞美	1979	5388	2198
赞美	1978	1962	846
赞美	1977	580	310
赞美	1976	362	244
赞美	1975	466	298
赞美	1974	292	210
赞美	1973	254	178
赞美	1972	194	132
赞美	1971	82	62
赞美	1970	50	34
赞美	1969	32	26
赞美	1968	8	8
赞美	1967	24	16
赞美	1966	44	42
赞美	1965	224	114
赞美	1964	278	136
赞美	1963	256	148
赞美	1962	392	256
赞美	1961	168	106
赞美	1960	130	96
赞美	1959	338	240
赞美	1958	312	226
赞美	1957	262	174
赞美	1956	208	156
赞美	1955	60	50
赞美	1954	8	6
赞美	1953	20	14
赞美	1952	4	2
赞美	1951	4	4
赞美	1949	12	8
赞美	1946	4	4
赞美	1939	2	2
赞美	1938	20	6
赞美	1937	2	2
赞美	1936	4	4
赞美	1933	6	4
赞美	1932	2	2
赞美	1930	32	6
赞美	1923	4	4
赞美	1921	2	2
赞美	1903	4	2
赞美	1900	76	8
赞佩	year	sum(match_count)	sum(volume_count)
赞佩	2000	26	26
赞佩	1999	64	64
赞佩	1998	46	46
赞佩	1997	26	22
赞佩	1996	35	33
赞佩	1995	24	24
赞佩	1994	31	31
赞佩	1993	24	24
赞佩	1992	58	58
赞佩	1991	30	30
赞佩	1990	28	28
赞佩	1989	42	42
赞佩	1988	28	28
赞佩	1987	28	28
赞佩	1986	49	49
赞佩	1985	59	57
赞佩	1984	63	63
赞佩	1983	51	51
赞佩	1982	60	60
赞佩	1981	40	34
赞佩	1980	19	19
赞佩	1979	38	38
赞佩	1978	6	6
赞佩	1977	2	2
赞佩	1972	4	4
赞佩	1968	2	2
赞佩	1964	2	2
赞佩	1963	2	2
赞佩	1961	2	2
赞佩	1958	2	2
赞佩	1956	4	4
赞佩	1954	2	2
赞赏	year	sum(match_count)	sum(volume_count)
赞赏	2000	22774	9095
赞赏	1999	22950	8832
赞赏	1998	24890	9115
赞赏	1997	22068	7825
赞赏	1996	23526	7893
赞赏	1995	22174	8170
赞赏	1994	24248	8022
赞赏	1993	26854	9426
赞赏	1992	23710	8270
赞赏	1991	23156	7889
赞赏	1990	20764	7614
赞赏	1989	21758	8669
赞赏	1988	24412	9717
赞赏	1987	23516	8674
赞赏	1986	22298	8323
赞赏	1985	24742	9205
赞赏	1984	22900	8485
赞赏	1983	19008	6897
赞赏	1982	16258	6032
赞赏	1981	13218	5032
赞赏	1980	9326	3921
赞赏	1979	5778	2907
赞赏	1978	2030	1182
赞赏	1977	1090	639
赞赏	1976	688	403
赞赏	1975	846	537
赞赏	1974	724	461
赞赏	1973	456	227
赞赏	1972	390	221
赞赏	1971	194	97
赞赏	1970	84	36
赞赏	1969	30	19
赞赏	1968	10	4
赞赏	1967	14	10
赞赏	1966	144	116
赞赏	1965	200	118
赞赏	1964	142	107
赞赏	1963	216	141
赞赏	1962	186	131
赞赏	1961	28	22
赞赏	1960	60	54
赞赏	1959	136	108
赞赏	1958	204	137
赞赏	1957	134	98
赞赏	1956	120	94
赞赏	1955	438	110
赞赏	1953	16	12
赞赏	1952	4	4
赞赏	1951	10	5
赞赏	1950	6	3
赞赏	1949	14	10
赞赏	1948	6	4
赞赏	1947	2	2
赞赏	1945	4	3
赞赏	1939	4	3
赞赏	1938	10	6
赞赏	1936	22	3
赞赏	1935	2	2
赞赏	1934	2	2
赞赏	1933	4	4
赞赏	1932	4	4
赞赏	1930	2	2
赞赏	1923	2	2
赞赏	1912	6	5
赞赏	1903	6	3
赞赏	1900	20	14
赞颂	year	sum(match_count)	sum(volume_count)
赞颂	2000	1926	1454
赞颂	1999	2177	1570
赞颂	1998	2093	1585
赞颂	1997	1779	1309
赞颂	1996	1671	1235
赞颂	1995	1690	1254
赞颂	1994	2002	1464
赞颂	1993	2469	1612
赞颂	1992	2400	1623
赞颂	1991	1958	1452
赞颂	1990	2132	1566
赞颂	1989	2106	1550
赞颂	1988	2756	1926
赞颂	1987	2595	1885
赞颂	1986	2777	1864
赞颂	1985	2838	2024
赞颂	1984	3056	2093
赞颂	1983	2582	1744
赞颂	1982	2296	1600
赞颂	1981	2116	1455
赞颂	1980	1608	1048
赞颂	1979	1290	894
赞颂	1978	571	401
赞颂	1977	226	166
赞颂	1976	154	109
赞颂	1975	118	107
赞颂	1974	136	97
赞颂	1973	82	75
赞颂	1972	22	22
赞颂	1971	12	8
赞颂	1970	4	4
赞颂	1969	6	6
赞颂	1967	8	4
赞颂	1966	16	13
赞颂	1965	28	18
赞颂	1964	40	31
赞颂	1963	32	31
赞颂	1962	34	30
赞颂	1961	26	24
赞颂	1960	2	2
赞颂	1959	34	30
赞颂	1958	8	8
赞颂	1957	16	16
赞颂	1956	12	11
赞颂	1955	2	2
赞颂	1953	2	2
赞颂	1951	2	2
赞颂	1949	2	2
赞颂	1938	4	4
赞颂	1933	2	2
赞颂	1900	6	5
赞叹	year	sum(match_count)	sum(volume_count)
赞叹	2000	7300	4531
赞叹	1999	8396	5027
赞叹	1998	8212	4878
赞叹	1997	7226	4079
赞叹	1996	6898	4146
赞叹	1995	6672	3872
赞叹	1994	7464	4142
赞叹	1993	7892	4650
赞叹	1992	7188	3983
赞叹	1991	5708	3321
赞叹	1990	6374	3616
赞叹	1989	6588	3975
赞叹	1988	7440	4261
赞叹	1987	6974	4137
赞叹	1986	7678	4482
赞叹	1985	8346	4741
赞叹	1984	8174	4502
赞叹	1983	7064	3782
赞叹	1982	6422	3383
赞叹	1981	5094	2908
赞叹	1980	3902	2393
赞叹	1979	2944	1934
赞叹	1978	1010	740
赞叹	1977	476	328
赞叹	1976	216	176
赞叹	1975	380	273
赞叹	1974	242	198
赞叹	1973	312	209
赞叹	1972	198	171
赞叹	1971	22	17
赞叹	1970	10	10
赞叹	1967	2	2
赞叹	1966	38	29
赞叹	1965	108	68
赞叹	1964	104	89
赞叹	1963	64	50
赞叹	1962	110	91
赞叹	1961	36	34
赞叹	1960	66	55
赞叹	1959	128	102
赞叹	1958	56	54
赞叹	1957	54	52
赞叹	1956	56	46
赞叹	1955	30	21
赞叹	1953	2	2
赞叹	1951	18	5
赞叹	1950	4	4
赞叹	1949	2	2
赞叹	1945	4	2
赞叹	1938	10	6
赞叹	1936	2	2
赞叹	1933	2	2
赞叹	1932	2	2
赞叹	1927	2	2
赞叹	1903	2	2
赞叹	1900	10	8
赞同	year	sum(match_count)	sum(volume_count)
赞同	2000	34680	11512
赞同	1999	31752	10531
赞同	1998	34108	10579
赞同	1997	29116	9109
赞同	1996	29978	9161
赞同	1995	27374	9149
赞同	1994	29286	9016
赞同	1993	33252	10623
赞同	1992	28540	9335
赞同	1991	29514	9518
赞同	1990	26192	8679
赞同	1989	30190	10074
赞同	1988	30528	10764
赞同	1987	28380	10187
赞同	1986	27674	9275
赞同	1985	26610	9629
赞同	1984	24958	9028
赞同	1983	21176	7141
赞同	1982	17064	6451
赞同	1981	16946	5931
赞同	1980	12268	4654
赞同	1979	9580	3731
赞同	1978	3732	1717
赞同	1977	2212	1030
赞同	1976	1000	580
赞同	1975	1474	788
赞同	1974	1214	612
赞同	1973	1086	525
赞同	1972	1080	442
赞同	1971	320	141
赞同	1970	156	76
赞同	1969	78	40
赞同	1968	38	23
赞同	1967	52	40
赞同	1966	424	238
赞同	1965	718	356
赞同	1964	700	357
赞同	1963	1122	505
赞同	1962	1122	572
赞同	1961	750	353
赞同	1960	458	235
赞同	1959	1062	522
赞同	1958	1120	628
赞同	1957	1314	710
赞同	1956	854	453
赞同	1955	782	251
赞同	1954	56	31
赞同	1953	58	26
赞同	1952	8	4
赞同	1951	22	10
赞同	1950	24	18
赞同	1949	36	22
赞同	1948	18	11
赞同	1947	4	4
赞同	1946	4	4
赞同	1945	14	4
赞同	1944	4	2
赞同	1941	4	4
赞同	1940	4	4
赞同	1939	22	10
赞同	1938	16	12
赞同	1937	22	15
赞同	1936	28	9
赞同	1935	16	14
赞同	1934	16	11
赞同	1933	10	10
赞同	1932	6	6
赞同	1931	12	11
赞同	1930	20	13
赞同	1929	8	6
赞同	1928	2	2
赞同	1927	10	4
赞同	1926	4	4
赞同	1925	2	2
赞同	1924	4	3
赞同	1923	4	4
赞同	1921	10	9
赞同	1916	8	2
赞同	1912	4	3
赞同	1903	10	3
赞同	1900	48	25
赞许	year	sum(match_count)	sum(volume_count)
赞许	2000	1211	1077
赞许	1999	1224	1089
赞许	1998	1198	1086
赞许	1997	991	852
赞许	1996	1036	905
赞许	1995	1005	884
赞许	1994	1002	889
赞许	1993	1204	1067
赞许	1992	1204	1036
赞许	1991	1078	972
赞许	1990	1142	986
赞许	1989	1113	1000
赞许	1988	1266	1136
赞许	1987	1217	1082
赞许	1986	1269	1116
赞许	1985	1368	1175
赞许	1984	1072	989
赞许	1983	1009	859
赞许	1982	911	817
赞许	1981	908	793
赞许	1980	617	531
赞许	1979	382	351
赞许	1978	136	126
赞许	1977	58	58
赞许	1976	30	29
赞许	1975	24	24
赞许	1974	6	6
赞许	1973	34	34
赞许	1972	18	17
赞许	1971	6	6
赞许	1970	14	13
赞许	1969	2	2
赞许	1968	2	2
赞许	1966	8	8
赞许	1965	6	6
赞许	1964	8	8
赞许	1963	14	14
赞许	1962	20	18
赞许	1961	2	2
赞许	1960	2	2
赞许	1959	14	14
赞许	1958	14	14
赞许	1957	16	16
赞许	1956	30	26
赞许	1955	4	4
赞许	1952	2	2
赞许	1951	2	2
赞许	1945	2	2
赞许	1936	10	3
赞许	1912	2	2
赞许	1903	2	2
赞扬	year	sum(match_count)	sum(volume_count)
赞扬	2000	26516	9921
赞扬	1999	28456	9995
赞扬	1998	27788	9807
赞扬	1997	23860	8255
赞扬	1996	24622	8259
赞扬	1995	26336	9308
赞扬	1994	26994	8824
赞扬	1993	32342	10428
赞扬	1992	28776	9290
赞扬	1991	29584	9207
赞扬	1990	28368	9127
赞扬	1989	30950	10619
赞扬	1988	32762	11281
赞扬	1987	33474	10826
赞扬	1986	32546	10357
赞扬	1985	35370	11148
赞扬	1984	33514	10108
赞扬	1983	28792	8392
赞扬	1982	26240	7618
赞扬	1981	24294	6801
赞扬	1980	15934	5131
赞扬	1979	13092	4613
赞扬	1978	6330	2470
赞扬	1977	5150	1609
赞扬	1976	3544	1197
赞扬	1975	3964	1381
赞扬	1974	3776	1184
赞扬	1973	2280	838
赞扬	1972	2186	636
赞扬	1971	1278	259
赞扬	1970	696	145
赞扬	1969	296	74
赞扬	1968	110	65
赞扬	1967	250	46
赞扬	1966	678	229
赞扬	1965	966	236
赞扬	1964	498	177
赞扬	1963	354	153
赞扬	1962	306	191
赞扬	1961	76	42
赞扬	1960	106	67
赞扬	1959	158	103
赞扬	1958	146	98
赞扬	1957	148	120
赞扬	1956	174	98
赞扬	1955	94	64
赞扬	1954	6	6
赞扬	1953	14	10
赞扬	1952	12	9
赞扬	1951	24	12
赞扬	1950	2	2
赞扬	1949	46	21
赞扬	1948	4	2
赞扬	1947	8	3
赞扬	1945	6	3
赞扬	1944	2	2
赞扬	1939	4	4
赞扬	1938	4	2
赞扬	1937	2	2
赞扬	1936	8	3
赞扬	1935	4	4
赞扬	1934	8	4
赞扬	1933	8	6
赞扬	1932	16	5
赞扬	1927	2	2
赞扬	1926	6	2
赞扬	1921	2	2
赞扬	1912	4	2
赞扬	1903	6	3
赞扬	1900	46	20
赞誉	year	sum(match_count)	sum(volume_count)
赞誉	2000	7134	4279
赞誉	1999	7092	4218
赞誉	1998	6554	3927
赞誉	1997	5428	3437
赞誉	1996	5292	3482
赞誉	1995	5244	3306
赞誉	1994	5718	3719
赞誉	1993	6095	3876
赞誉	1992	5260	3488
赞誉	1991	4998	3256
赞誉	1990	4346	2907
赞誉	1989	4670	3212
赞誉	1988	4928	3292
赞誉	1987	3860	2720
赞誉	1986	3446	2454
赞誉	1985	3742	2723
赞誉	1984	2992	2232
赞誉	1983	2340	1735
赞誉	1982	1728	1290
赞誉	1981	1486	1128
赞誉	1980	892	735
赞誉	1979	608	505
赞誉	1978	258	227
赞誉	1977	82	75
赞誉	1976	60	57
赞誉	1975	30	30
赞誉	1974	14	14
赞誉	1973	6	6
赞誉	1972	12	12
赞誉	1970	4	2
赞誉	1969	2	2
赞誉	1966	8	8
赞誉	1965	12	12
赞誉	1964	6	6
赞誉	1963	6	5
赞誉	1962	20	19
赞誉	1961	14	14
赞誉	1960	14	12
赞誉	1959	8	7
赞誉	1958	12	12
赞誉	1957	14	13
赞誉	1956	4	4
赞誉	1955	22	19
赞誉	1952	2	2
赞誉	1949	10	8
赞誉	1945	2	2
赞誉	1936	2	2
赞誉	1900	8	5
沾沾自喜	year	sum(match_count)	sum(volume_count)
沾沾自喜	2000	50	50
沾沾自喜	1999	82	82
沾沾自喜	1998	77	77
沾沾自喜	1997	46	46
沾沾自喜	1996	50	50
沾沾自喜	1995	62	62
沾沾自喜	1994	58	58
沾沾自喜	1993	35	35
沾沾自喜	1992	44	44
沾沾自喜	1991	32	32
沾沾自喜	1990	32	32
沾沾自喜	1989	18	18
沾沾自喜	1988	20	20
沾沾自喜	1987	42	42
沾沾自喜	1986	26	26
沾沾自喜	1985	18	18
沾沾自喜	1984	8	8
沾沾自喜	1983	20	20
沾沾自喜	1982	14	14
沾沾自喜	1981	18	18
沾沾自喜	1980	8	8
沾沾自喜	1979	22	22
沾沾自喜	1978	6	6
沾沾自喜	1977	4	4
沾沾自喜	1976	2	2
沾沾自喜	1975	6	6
沾沾自喜	1973	4	4
沾沾自喜	1970	4	4
沾沾自喜	1961	2	2
沾沾自喜	1956	4	4
沾沾自喜	1955	4	4
折服	year	sum(match_count)	sum(volume_count)
折服	2000	236	229
折服	1999	216	204
折服	1998	222	212
折服	1997	202	195
折服	1996	145	137
折服	1995	121	113
折服	1994	129	128
折服	1993	215	209
折服	1992	195	189
折服	1991	148	144
折服	1990	152	148
折服	1989	158	157
折服	1988	200	199
折服	1987	206	204
折服	1986	159	156
折服	1985	160	158
折服	1984	163	162
折服	1983	152	151
折服	1982	148	148
折服	1981	94	91
折服	1980	102	101
折服	1979	63	61
折服	1978	2	2
折服	1977	2	2
折服	1975	6	6
折服	1974	2	2
折服	1972	2	2
折服	1970	6	6
折服	1969	2	2
折服	1968	2	2
折服	1966	2	2
折服	1964	6	6
折服	1963	4	4
折服	1962	2	2
折服	1959	8	8
折服	1957	4	4
折服	1955	2	2
珍	year	sum(match_count)	sum(volume_count)
珍	2000	2022	1392
珍	1999	2066	1458
珍	1998	2164	1360
珍	1997	2592	1294
珍	1996	1886	1324
珍	1995	1808	1176
珍	1994	1824	1238
珍	1993	2000	1370
珍	1992	1868	1272
珍	1991	1782	1212
珍	1990	1738	1256
珍	1989	1794	1238
珍	1988	1830	1348
珍	1987	1648	1140
珍	1986	1754	1238
珍	1985	2150	1424
珍	1984	2342	1206
珍	1983	1576	1024
珍	1982	1798	908
珍	1981	1542	828
珍	1980	976	610
珍	1979	572	410
珍	1978	198	158
珍	1977	56	54
珍	1976	178	94
珍	1975	252	110
珍	1974	68	62
珍	1973	44	40
珍	1972	50	42
珍	1971	112	30
珍	1970	20	20
珍	1969	28	22
珍	1968	10	10
珍	1967	10	8
珍	1966	20	16
珍	1965	90	70
珍	1964	54	46
珍	1963	152	74
珍	1962	110	62
珍	1961	66	34
珍	1960	48	30
珍	1959	64	60
珍	1958	86	66
珍	1957	96	72
珍	1956	82	52
珍	1955	46	34
珍	1954	2	2
珍	1953	6	6
珍	1952	2	2
珍	1951	8	6
珍	1950	4	4
珍	1949	8	6
珍	1937	2	2
珍	1936	8	4
珍	1935	8	4
珍	1934	2	2
珍	1932	6	4
珍	1924	2	2
珍	1914	2	2
珍	1904	2	2
珍	1900	8	6
珍爱	year	sum(match_count)	sum(volume_count)
珍爱	2000	307	291
珍爱	1999	312	296
珍爱	1998	295	269
珍爱	1997	217	191
珍爱	1996	186	175
珍爱	1995	236	225
珍爱	1994	165	151
珍爱	1993	210	206
珍爱	1992	232	226
珍爱	1991	201	192
珍爱	1990	163	151
珍爱	1989	168	150
珍爱	1988	241	233
珍爱	1987	170	162
珍爱	1986	189	181
珍爱	1985	130	124
珍爱	1984	268	250
珍爱	1983	176	170
珍爱	1982	220	200
珍爱	1981	168	154
珍爱	1980	90	84
珍爱	1979	96	92
珍爱	1978	18	18
珍爱	1977	14	14
珍爱	1976	4	4
珍爱	1975	8	8
珍爱	1974	4	2
珍爱	1973	8	8
珍爱	1972	4	4
珍爱	1970	4	4
珍爱	1966	2	2
珍爱	1965	2	2
珍爱	1964	16	16
珍爱	1963	14	14
珍爱	1962	26	22
珍爱	1961	4	2
珍爱	1960	6	6
珍爱	1959	10	10
珍爱	1958	4	4
珍爱	1957	14	12
珍爱	1955	2	2
珍爱	1949	2	2
珍爱	1934	2	2
珍视	year	sum(match_count)	sum(volume_count)
珍视	2000	4928	3275
珍视	1999	5062	3341
珍视	1998	5180	3298
珍视	1997	4680	2716
珍视	1996	4756	2805
珍视	1995	4404	2755
珍视	1994	4420	2718
珍视	1993	5268	3227
珍视	1992	4518	2822
珍视	1991	4424	2769
珍视	1990	4034	2549
珍视	1989	4162	2876
珍视	1988	4956	3271
珍视	1987	4804	3071
珍视	1986	4844	3039
珍视	1985	5354	3398
珍视	1984	5112	3204
珍视	1983	4200	2636
珍视	1982	4058	2565
珍视	1981	3580	2231
珍视	1980	2340	1513
珍视	1979	1826	1220
珍视	1978	630	473
珍视	1977	270	232
珍视	1976	152	103
珍视	1975	204	142
珍视	1974	128	81
珍视	1973	206	91
珍视	1972	212	94
珍视	1971	134	65
珍视	1970	58	21
珍视	1969	10	8
珍视	1968	4	4
珍视	1967	6	4
珍视	1966	34	28
珍视	1965	116	88
珍视	1964	98	74
珍视	1963	164	127
珍视	1962	126	98
珍视	1961	72	59
珍视	1960	46	44
珍视	1959	120	88
珍视	1958	128	98
珍视	1957	210	164
珍视	1956	94	81
珍视	1955	122	75
珍视	1954	4	4
珍视	1953	2	2
珍视	1952	2	2
珍视	1949	10	6
珍视	1946	2	2
珍视	1936	16	3
珍视	1934	2	2
珍视	1932	2	2
珍视	1900	4	4
珍惜	year	sum(match_count)	sum(volume_count)
珍惜	2000	16000	6592
珍惜	1999	16170	6696
珍惜	1998	16360	6602
珍惜	1997	14440	5670
珍惜	1996	13670	5491
珍惜	1995	12472	5393
珍惜	1994	11510	5296
珍惜	1993	13292	6010
珍惜	1992	12346	5301
珍惜	1991	11632	5012
珍惜	1990	9930	4540
珍惜	1989	9836	4888
珍惜	1988	10114	5392
珍惜	1987	10462	5004
珍惜	1986	10584	4860
珍惜	1985	11220	5058
珍惜	1984	9918	4716
珍惜	1983	8488	3882
珍惜	1982	7694	3418
珍惜	1981	6468	2975
珍惜	1980	4408	2180
珍惜	1979	3558	1821
珍惜	1978	1160	759
珍惜	1977	558	402
珍惜	1976	328	249
珍惜	1975	370	259
珍惜	1974	192	144
珍惜	1973	222	163
珍惜	1972	162	118
珍惜	1971	96	61
珍惜	1970	36	27
珍惜	1969	12	10
珍惜	1968	4	4
珍惜	1967	20	14
珍惜	1966	216	147
珍惜	1965	328	227
珍惜	1964	334	214
珍惜	1963	296	217
珍惜	1962	306	216
珍惜	1961	120	97
珍惜	1960	154	120
珍惜	1959	328	261
珍惜	1958	308	247
珍惜	1957	372	293
珍惜	1956	218	180
珍惜	1955	192	120
珍惜	1954	4	4
珍惜	1953	6	6
珍惜	1952	2	2
珍惜	1951	4	2
珍惜	1949	30	15
珍惜	1948	4	3
珍惜	1947	6	6
珍惜	1945	8	3
珍惜	1944	2	2
珍惜	1938	2	2
珍惜	1936	16	3
珍惜	1933	2	2
珍惜	1932	2	2
珍惜	1927	2	2
珍惜	1912	2	2
珍惜	1900	16	8
珍重	year	sum(match_count)	sum(volume_count)
珍重	2000	396	318
珍重	1999	279	256
珍重	1998	311	275
珍重	1997	300	274
珍重	1996	264	245
珍重	1995	204	201
珍重	1994	262	242
珍重	1993	298	276
珍重	1992	348	317
珍重	1991	230	220
珍重	1990	296	266
珍重	1989	256	253
珍重	1988	354	333
珍重	1987	286	267
珍重	1986	394	344
珍重	1985	368	334
珍重	1984	324	298
珍重	1983	378	324
珍重	1982	240	212
珍重	1981	212	208
珍重	1980	150	142
珍重	1979	108	100
珍重	1978	58	36
珍重	1977	8	6
珍重	1975	12	12
珍重	1974	4	4
珍重	1972	4	4
珍重	1971	6	6
珍重	1970	4	4
珍重	1969	2	2
珍重	1968	2	2
珍重	1966	2	2
珍重	1965	2	2
珍重	1964	10	10
珍重	1963	4	4
珍重	1962	20	20
珍重	1961	4	4
珍重	1960	2	2
珍重	1959	28	28
珍重	1958	12	10
珍重	1957	8	8
珍重	1956	16	16
珍重	1955	5	5
珍重	1954	2	2
珍重	1932	2	2
珍重	1923	2	2
正中下怀	year	sum(match_count)	sum(volume_count)
正中下怀	2000	58	58
正中下怀	1999	62	61
正中下怀	1998	78	78
正中下怀	1997	46	46
正中下怀	1996	34	34
正中下怀	1995	46	46
正中下怀	1994	50	50
正中下怀	1993	30	28
正中下怀	1992	28	28
正中下怀	1991	34	34
正中下怀	1990	20	20
正中下怀	1989	39	39
正中下怀	1988	44	44
正中下怀	1987	24	24
正中下怀	1986	48	46
正中下怀	1985	42	42
正中下怀	1984	20	20
正中下怀	1983	18	18
正中下怀	1982	30	30
正中下怀	1981	14	14
正中下怀	1980	16	16
正中下怀	1979	8	8
正中下怀	1978	6	6
正中下怀	1977	8	8
正中下怀	1975	2	2
正中下怀	1966	4	4
正中下怀	1963	6	6
正中下怀	1956	2	2
支持	year	sum(match_count)	sum(volume_count)
支持	2000	709060	25355
支持	1999	640304	23063
支持	1998	614800	21914
支持	1997	529694	19165
支持	1996	497892	19405
支持	1995	518600	22386
支持	1994	477492	20624
支持	1993	527140	22779
支持	1992	488270	20450
支持	1991	469228	19866
支持	1990	400200	19239
支持	1989	410544	22359
支持	1988	414324	24252
支持	1987	367522	22773
支持	1986	328086	20278
支持	1985	323430	21418
支持	1984	281200	19798
支持	1983	246642	16539
支持	1982	192090	14726
支持	1981	177270	13049
支持	1980	110192	10457
支持	1979	91750	9627
支持	1978	39618	5622
支持	1977	29072	3522
支持	1976	24786	2708
支持	1975	26968	3264
支持	1974	28736	2733
支持	1973	18946	2091
支持	1972	22450	1661
支持	1971	18016	889
支持	1970	7706	555
支持	1969	3700	458
支持	1968	3200	456
支持	1967	7000	641
支持	1966	13492	1238
支持	1965	25960	1958
支持	1964	25960	2067
支持	1963	27708	2072
支持	1962	23524	2194
支持	1961	14228	1241
支持	1960	15360	1394
支持	1959	29734	2979
支持	1958	39358	3493
支持	1957	40380	3741
支持	1956	22842	3093
支持	1955	24216	930
支持	1954	1366	222
支持	1953	1174	206
支持	1952	610	182
支持	1951	654	159
支持	1950	540	174
支持	1949	2914	179
支持	1948	222	92
支持	1947	150	63
支持	1946	66	27
支持	1945	140	32
支持	1944	26	14
支持	1943	16	11
支持	1942	8	8
支持	1941	38	22
支持	1940	28	7
支持	1939	256	52
支持	1938	166	46
支持	1937	124	51
支持	1936	802	53
支持	1935	104	52
